exec_date,index,entity,year,period,total
2020-12-15 09:28:27.533046,344,17000,2017,7,9.5776
2020-12-15 09:28:27.533046,345,17000,2017,8,8.4686
2020-12-15 09:28:27.533046,346,17000,2017,9,8.3678
2020-12-15 09:28:27.533046,347,17000,2017,10,7.3596
2020-12-15 09:28:27.533046,348,17000,2017,11,6.8556
2020-12-15 09:28:27.533046,349,17000,2017,12,7.0572
2020-12-15 09:28:27.533046,350,17000,2017,13,8.4686
2020-12-15 09:28:27.533046,351,17000,2018,1,5.7352
2020-12-15 09:28:27.533046,352,17000,2018,2,6.037
2020-12-15 09:28:27.533046,353,17000,2018,3,7.6469
2020-12-15 09:28:27.533046,354,17000,2018,4,7.4456
2020-12-15 09:28:27.533046,355,17000,2018,5,7.9487
2020-12-15 09:28:27.533046,356,17000,2018,6,9.1561
2020-12-15 09:28:27.533046,357,17000,2018,7,7.5463
2020-12-15 09:28:27.533046,358,17000,2018,8,7.0432
2020-12-15 09:28:27.533046,359,17000,2018,9,7.6469
2020-12-15 09:28:27.533046,360,17000,2018,10,9.2567
2020-12-15 09:28:27.533046,361,17000,2018,11,9.2567
2020-12-15 09:28:27.533046,362,17000,2018,12,7.4456
2020-12-15 09:28:27.533046,363,17000,2018,13,9.1561
2020-12-15 09:28:27.533046,364,17000,2019,1,5.2216
2020-12-15 09:28:27.533046,365,17000,2019,2,8.234
2020-12-15 09:28:27.533046,366,17000,2019,3,8.6357
2020-12-15 09:28:27.533046,367,17000,2019,4,8.8365
2020-12-15 09:28:27.533046,368,17000,2019,5,7.5311
2020-12-15 09:28:27.533046,369,17000,2019,6,7.3303
2020-12-15 09:28:27.533046,370,17000,2019,7,7.732
2020-12-15 09:28:27.533046,371,17000,2019,8,8.6357
2020-12-15 09:28:27.533046,372,17000,2019,9,11.2465
2020-12-15 09:28:27.533046,373,17000,2019,10,11.7486
2020-12-15 09:28:27.533046,374,17000,2019,11,10.1419
2020-12-15 09:28:27.533046,375,17000,2019,12,9.8407
2020-12-15 09:28:27.533046,376,17000,2019,13,10.3427
2020-12-15 09:28:27.533046,377,17000,2020,1,7.3154
2020-12-15 09:28:27.533046,378,17000,2020,2,8.2173
2020-12-15 09:28:27.533046,379,17000,2020,3,10.0211
2020-12-15 09:28:27.533046,380,17000,2020,4,6.4135
2020-12-15 09:28:27.533046,381,17000,2020,5,1.1023
2020-12-15 09:28:27.533046,382,17000,2020,6,0.0
2020-12-15 09:28:27.533046,383,17000,2020,7,0.0
2020-12-15 09:28:27.533046,384,17000,2020,8,0.0
2020-12-15 09:28:27.533046,385,17000,2020,9,0.0
2020-12-15 09:28:27.533046,386,17000,2020,10,0.0
2020-12-15 09:28:27.533046,387,17000,2020,11,0.0
2020-12-15 09:28:27.533046,388,17000,2020,12,0.0
2020-12-15 09:28:27.533046,389,17000,2020,13,0.0
2020-12-15 09:28:27.533046,390,18000,2016,1,2.0668
2020-12-15 09:28:27.533046,391,18000,2016,2,3.1002
2020-12-15 09:28:27.533046,392,18000,2016,3,3.1002
2020-12-15 09:28:27.533046,393,18000,2016,4,3.3069
2020-12-15 09:28:27.533046,394,18000,2016,5,3.3069
2020-12-15 09:28:27.533046,395,18000,2016,6,5.3737
2020-12-15 09:28:27.533046,396,18000,2016,7,2.6869
2020-12-15 09:28:27.533046,397,18000,2016,8,2.8936
2020-12-15 09:28:27.533046,398,18000,2016,9,4.9604
2020-12-15 09:28:27.533046,399,18000,2016,10,6.2005
2020-12-15 09:28:27.533046,400,18000,2016,11,4.3403
2020-12-15 09:28:27.533046,401,18000,2016,12,4.9604
2020-12-15 09:28:27.533046,402,18000,2016,13,1.0334
2020-12-15 09:28:27.533046,403,18000,2017,1,3.0609
2020-12-15 09:28:27.533046,404,18000,2017,2,4.2852
2020-12-15 09:28:27.533046,405,18000,2017,3,4.6934
2020-12-15 09:28:27.533046,406,18000,2017,4,5.5096
2020-12-15 09:28:27.533046,407,18000,2017,5,4.6934
2020-12-15 09:28:27.533046,408,18000,2017,6,4.4893
2020-12-15 09:28:27.533046,409,18000,2017,7,5.3055
2020-12-15 09:28:27.533046,410,18000,2017,8,5.5096
2020-12-15 09:28:27.533046,411,18000,2017,9,4.8974
2020-12-15 09:28:27.533046,412,18000,2017,10,4.2852
2020-12-15 09:28:27.533046,413,18000,2017,11,5.9177
2020-12-15 09:28:27.533046,414,18000,2017,12,3.8771
2020-12-15 09:28:27.533046,415,18000,2017,13,3.8771
2020-12-15 09:28:27.533046,416,18000,2018,1,2.2166
2020-12-15 09:28:27.533046,417,18000,2018,2,4.6346
2020-12-15 09:28:27.533046,418,18000,2018,3,3.6271
2020-12-15 09:28:27.533046,419,18000,2018,4,5.4407
2020-12-15 09:28:27.533046,420,18000,2018,5,3.2241
2020-12-15 09:28:27.533046,421,18000,2018,6,3.2241
2020-12-15 09:28:27.533046,422,18000,2018,7,7.2542
2020-12-15 09:28:27.533046,423,18000,2018,8,3.4256
2020-12-15 09:28:27.533046,424,18000,2018,9,3.4256
2020-12-15 09:28:27.533046,425,18000,2018,10,4.8362
2020-12-15 09:28:27.533046,426,18000,2018,11,4.8362
2020-12-15 09:28:27.533046,427,18000,2018,12,5.6422
2020-12-15 09:28:27.533046,428,18000,2018,13,5.4407
2020-12-15 09:28:27.533046,429,18000,2019,1,4.7768
2020-12-15 09:28:27.533046,430,18000,2019,2,4.3787
2020-12-15 09:28:27.533046,431,18000,2019,3,5.1748
2020-12-15 09:28:27.533046,432,18000,2019,4,4.9758
2020-12-15 09:28:27.533046,433,18000,2019,5,2.1894
2020-12-15 09:28:27.533046,434,18000,2019,6,2.9855
2020-12-15 09:28:27.533046,435,18000,2019,7,4.1797
2020-12-15 09:28:27.533046,436,18000,2019,8,3.3835
2020-12-15 09:28:27.533046,437,18000,2019,9,4.9758
2020-12-15 09:28:27.533046,438,18000,2019,10,4.3787
2020-12-15 09:28:27.533046,439,18000,2019,11,6.17
2020-12-15 09:28:27.533046,440,18000,2019,12,3.3835
